session_id,timestamp,user_id,page,time_spent_seconds,device,browser,country,is_bounce,conversion
175,2024-08-04 21:32:10,13981,/cart,554,Mobile,Safari,Canada,True,True
176,2024-03-07 13:23:53,13974,/checkout,276,Tablet,Edge,USA,True,False
177,2024-01-16 20:37:21,10937,/home,247,Desktop,Other,Australia,True,False
178,2024-01-19 13:41:39,12589,/products,443,Tablet,Firefox,Canada,False,False
179,2024-02-12 08:45:07,14315,/checkout,396,Desktop,Firefox,Germany,False,False
180,2024-03-15 09:34:47,13017,/register,520,Tablet,Firefox,Canada,True,True
181,2024-07-09 10:31:56,11006,/blog,441,Tablet,Chrome,Australia,True,False
182,2024-09-14 10:47:55,12606,/products,247,Desktop,Edge,Canada,False,False
183,2024-05-30 01:16:52,13745,/about,118,Mobile,Safari,Germany,False,False
184,2024-07-17 17:31:19,11911,/login,476,Desktop,Edge,Canada,False,False
185,2024-04-05 23:42:26,12807,/products,232,Mobile,Chrome,Germany,False,False
186,2024-05-20 14:31:29,14124,/contact,91,Mobile,Chrome,UK,False,False
187,2024-12-25 13:24:51,10761,/home,222,Mobile,Edge,USA,False,False
188,2024-12-15 13:17:10,14216,/cart,62,Desktop,Chrome,Australia,False,False
189,2024-12-01 07:36:16,10014,/contact,280,Desktop,Safari,Australia,False,False
190,2024-03-02 20:09:28,12267,/blog,589,Mobile,Edge,USA,True,False
191,2024-10-10 07:32:38,14402,/about,305,Desktop,Edge,UK,True,False
192,2024-10-14 19:47:32,14919,/blog,19,Desktop,Firefox,Canada,True,False
193,2024-09-18 18:04:45,14567,/products,134,Desktop,Chrome,Australia,False,False
194,2024-07-21 19:34:57,11705,/login,435,Tablet,Chrome,UK,False,False
195,2024-01-31 00:47:19,12734,/login,333,Tablet,Chrome,USA,True,False
196,2024-04-01 01:59:49,13903,/products,301,Tablet,Other,Australia,True,False
197,2024-07-07 09:06:55,13700,/contact,170,Tablet,Other,Australia,True,False
198,2024-02-20 03:04:25,12396,/cart,244,Tablet,Edge,Canada,True,False
199,2024-09-19 06:18:47,14097,/contact,56,Mobile,Edge,Australia,True,False
200,2024-04-12 12:21:30,11055,/register,125,Desktop,Firefox,USA,True,False
201,2024-03-08 03:11:38,14974,/home,54,Tablet,Safari,Australia,False,False
202,2024-12-06 16:01:47,11333,/blog,280,Mobile,Edge,Australia,False,False
203,2024-10-19 09:22:05,13336,/cart,533,Mobile,Other,France,True,False
204,2024-01-18 22:58:10,12322,/checkout,66,Desktop,Other,USA,False,False
205,2024-04-21 17:53:41,10645,/blog,67,Tablet,Edge,Australia,True,False
206,2024-06-11 22:20:30,12401,/blog,373,Tablet,Safari,France,True,False
207,2024-10-17 09:37:38,14537,/about,397,Desktop,Safari,Canada,True,False
208,2024-05-22 09:45:16,12816,/about,421,Mobile,Safari,Australia,False,False
209,2024-03-29 06:33:14,13468,/checkout,127,Desktop,Edge,France,False,False
210,2024-12-06 01:29:34,12821,/home,204,Mobile,Other,UK,False,False
211,2024-05-01 14:02:20,10610,/cart,123,Mobile,Other,Canada,True,False
212,2024-03-02 12:15:57,11180,/register,334,Tablet,Safari,USA,False,False
213,2024-01-26 19:50:29,14289,/home,206,Desktop,Firefox,UK,False,False
214,2024-09-11 12:35:38,13145,/login,482,Mobile,Safari,France,False,False
215,2024-07-10 06:27:21,14520,/contact,517,Tablet,Edge,Canada,True,False
216,2024-09-04 02:09:12,11830,/blog,407,Tablet,Edge,USA,True,True
217,2024-01-24 23:51:12,10824,/cart,373,Desktop,Chrome,Germany,False,False
218,2024-05-11 01:21:13,14732,/blog,597,Tablet,Safari,UK,True,False
219,2024-11-10 12:01:03,13739,/products,64,Tablet,Other,Germany,True,False
220,2024-11-25 16:16:32,12590,/products,323,Mobile,Other,Australia,False,False
221,2024-11-16 14:23:16,10012,/register,53,Tablet,Chrome,Germany,False,False
222,2024-07-03 13:48:13,13122,/login,335,Desktop,Edge,Germany,True,True
223,2024-02-22 05:38:25,14672,/checkout,487,Mobile,Safari,Germany,True,False
224,2024-05-26 19:00:56,14652,/home,64,Desktop,Firefox,Canada,True,False
225,2024-11-04 20:22:21,10624,/login,544,Desktop,Chrome,Canada,True,False
226,2024-07-11 05:24:36,12027,/checkout,593,Desktop,Edge,Australia,False,False
227,2024-06-25 12:43:49,14660,/products,184,Mobile,Chrome,Germany,False,False
228,2024-08-10 06:33:26,14536,/products,596,Tablet,Edge,Germany,False,False
229,2024-08-01 20:09:24,11305,/cart,314,Mobile,Edge,USA,True,True
230,2024-03-15 21:57:22,10143,/cart,166,Mobile,Chrome,Australia,True,False
231,2024-12-10 14:23:23,12827,/contact,532,Tablet,Other,France,False,False
232,2024-01-17 23:06:01,13829,/home,344,Tablet,Safari,Australia,False,False
233,2024-11-09 10:25:35,10271,/products,295,Desktop,Chrome,USA,True,False
234,2024-11-26 06:18:13,13123,/cart,40,Desktop,Safari,USA,False,False
235,2024-01-19 10:33:20,12041,/login,597,Desktop,Firefox,Canada,True,False
236,2024-02-26 07:42:35,12642,/contact,91,Desktop,Other,Australia,True,False
237,2024-10-07 04:31:00,11529,/blog,39,Tablet,Edge,France,False,False
238,2024-10-17 00:59:37,12635,/checkout,187,Tablet,Other,France,True,False
239,2024-01-20 00:20:26,12413,/contact,325,Tablet,Chrome,USA,True,False
240,2024-03-15 16:30:10,10663,/cart,131,Tablet,Chrome,Australia,False,False
241,2024-01-15 22:55:01,10452,/home,510,Tablet,Edge,UK,False,False
242,2024-04-14 06:18:08,12543,/login,7,Mobile,Safari,USA,False,False
243,2024-03-15 03:03:13,14695,/home,561,Desktop,Firefox,USA,False,False
244,2024-03-18 23:19:52,14284,/products,183,Desktop,Other,Australia,False,False
245,2024-01-19 22:27:10,13631,/about,83,Tablet,Safari,UK,True,False
246,2024-12-23 10:57:32,13971,/cart,102,Desktop,Safari,USA,False,False
247,2024-11-03 03:11:43,11231,/home,29,Mobile,Other,Germany,True,False
248,2024-07-07 16:06:36,14579,/cart,85,Mobile,Chrome,Germany,True,False
249,2024-06-29 01:23:10,13140,/home,571,Tablet,Safari,UK,False,False
250,2024-08-07 06:01:01,12605,/register,204,Mobile,Other,USA,True,False
251,2024-11-22 04:59:50,12536,/blog,70,Mobile,Firefox,Germany,False,False
252,2024-01-07 21:22:13,13506,/blog,155,Desktop,Safari,Australia,False,False
253,2024-10-07 12:09:32,13616,/products,54,Tablet,Chrome,USA,False,False
254,2024-01-11 20:28:07,11849,/home,593,Mobile,Firefox,Germany,False,False
255,2024-09-04 06:51:41,14457,/products,398,Mobile,Edge,Australia,False,False
256,2024-02-05 18:07:43,11769,/blog,295,Mobile,Other,USA,False,False
257,2024-02-20 13:17:27,10248,/cart,237,Tablet,Other,UK,True,False
258,2024-12-19 20:24:38,14806,/home,346,Desktop,Other,Australia,False,False
259,2024-02-04 13:07:46,13164,/checkout,457,Mobile,Other,France,True,False
260,2024-11-22 06:43:07,12825,/contact,74,Mobile,Edge,Australia,False,False
261,2024-05-19 22:59:11,12835,/register,400,Tablet,Safari,Australia,False,False
262,2024-12-08 08:47:12,12681,/home,181,Desktop,Other,Germany,False,False
263,2024-03-16 18:24:45,10236,/cart,111,Desktop,Firefox,France,True,False
264,2024-03-11 02:17:31,10631,/home,51,Desktop,Safari,USA,False,False
265,2024-04-05 14:04:32,13718,/checkout,150,Mobile,Edge,USA,False,False
266,2024-07-14 04:44:17,13685,/checkout,540,Mobile,Firefox,Canada,False,False
267,2024-07-29 23:39:38,13135,/about,274,Mobile,Firefox,Canada,True,True
268,2024-04-29 22:42:25,12273,/products,42,Tablet,Other,UK,False,False
269,2024-01-25 04:57:02,12350,/register,45,Mobile,Firefox,France,False,False
270,2024-11-28 08:50:43,10191,/cart,550,Mobile,Chrome,France,False,False
271,2024-08-09 08:59:44,11296,/products,72,Desktop,Chrome,Canada,True,False
272,2024-08-25 15:28:12,10434,/about,206,Mobile,Firefox,Australia,True,False
273,2024-05-11 14:10:29,13197,/home,327,Desktop,Chrome,France,True,False
274,2024-05-23 21:17:06,12251,/contact,555,Mobile,Edge,Canada,True,False
275,2024-05-11 11:17:33,13813,/blog,417,Desktop,Safari,USA,False,False
276,2024-01-04 19:22:24,12891,/about,302,Mobile,Safari,Australia,True,False
277,2024-12-26 17:12:47,12586,/blog,352,Desktop,Other,Canada,True,True
278,2024-11-07 07:03:59,13161,/cart,355,Desktop,Chrome,France,False,False
279,2024-06-15 17:06:34,13630,/contact,535,Desktop,Firefox,Germany,True,False
280,2024-11-19 19:10:11,10626,/contact,161,Mobile,Edge,UK,False,True
281,2024-03-03 15:46:21,12087,/blog,219,Mobile,Chrome,France,False,False
282,2024-07-07 13:28:41,13652,/cart,214,Mobile,Chrome,France,False,False
283,2024-02-17 16:03:03,10159,/blog,555,Desktop,Safari,Australia,True,False
284,2024-08-04 09:09:10,11123,/checkout,169,Desktop,Chrome,Australia,False,False
285,2024-02-17 22:28:45,13372,/contact,145,Tablet,Firefox,France,False,False
286,2024-01-20 17:25:38,11267,/blog,405,Desktop,Edge,Australia,True,False
287,2024-05-29 05:09:36,10335,/checkout,305,Tablet,Firefox,USA,False,False
288,2024-03-18 14:57:40,11865,/about,551,Tablet,Edge,France,False,False
289,2024-01-28 12:12:46,11403,/home,405,Desktop,Firefox,Australia,True,False
290,2024-08-19 09:21:32,14644,/login,463,Tablet,Other,USA,False,False
291,2024-07-26 13:50:20,10499,/cart,81,Mobile,Edge,UK,False,False
292,2024-05-22 05:53:06,12784,/checkout,486,Mobile,Safari,Canada,False,False
293,2024-04-20 15:29:10,11846,/about,88,Tablet,Safari,UK,False,False
294,2024-04-17 01:43:28,12879,/cart,424,Tablet,Safari,Canada,False,False
295,2024-10-16 15:37:51,13854,/cart,35,Desktop,Other,UK,True,False
296,2024-07-29 23:35:10,12083,/about,534,Tablet,Safari,UK,False,False
297,2024-01-21 21:51:10,10931,/contact,224,Desktop,Other,Canada,False,False
298,2024-06-16 17:30:41,12624,/checkout,538,Desktop,Safari,Australia,True,False
299,2024-05-31 01:40:07,10032,/contact,438,Desktop,Other,Germany,True,False
300,2024-06-23 17:56:24,11146,/about,232,Tablet,Edge,USA,True,False
301,2024-12-12 14:11:04,12949,/checkout,332,Desktop,Chrome,Australia,True,False
302,2024-10-10 15:35:07,13454,/products,410,Desktop,Firefox,France,True,False
303,2024-05-28 02:43:47,13402,/cart,135,Mobile,Other,Germany,False,False
304,2024-04-15 05:11:52,14954,/blog,511,Desktop,Chrome,Australia,True,False
305,2024-10-01 04:44:38,12500,/register,433,Tablet,Firefox,USA,True,True
306,2024-06-17 03:06:09,13599,/register,205,Mobile,Chrome,USA,False,False
307,2024-02-24 10:37:46,11049,/home,129,Mobile,Other,UK,True,False
308,2024-09-04 03:28:00,10689,/login,493,Mobile,Edge,Germany,False,True
309,2024-08-25 16:42:07,13125,/about,57,Tablet,Safari,Australia,False,False
310,2024-11-04 22:17:14,13931,/register,596,Mobile,Firefox,Australia,True,False
311,2024-09-22 11:40:14,14301,/cart,559,Mobile,Safari,UK,False,False
312,2024-01-13 19:08:45,13724,/blog,150,Tablet,Chrome,Australia,False,False
313,2024-09-15 08:27:32,11826,/home,171,Mobile,Firefox,Canada,True,False
314,2024-12-03 20:30:52,13790,/home,35,Desktop,Firefox,Australia,True,False
315,2024-10-28 02:34:57,10267,/login,50,Desktop,Edge,Australia,False,False
316,2024-10-03 19:42:40,11092,/contact,261,Tablet,Chrome,Canada,True,False
317,2024-06-12 19:51:18,12079,/register,133,Tablet,Firefox,USA,True,False
318,2024-05-05 06:37:59,10132,/register,562,Mobile,Other,Australia,True,True
319,2024-01-25 09:23:04,14378,/cart,348,Desktop,Safari,Australia,True,False
320,2024-06-03 23:11:43,10015,/home,443,Tablet,Safari,Germany,False,False
321,2024-05-15 04:09:49,12661,/products,316,Tablet,Safari,USA,False,False
322,2024-02-03 03:49:33,14305,/register,594,Desktop,Other,France,False,False
323,2024-02-21 09:26:01,12256,/home,539,Desktop,Firefox,France,True,False
324,2024-06-04 20:03:38,14621,/cart,564,Tablet,Chrome,Australia,False,False
325,2024-05-03 23:18:08,14392,/products,194,Desktop,Safari,Australia,False,False
326,2024-12-03 21:43:19,13951,/home,140,Desktop,Chrome,Canada,True,False
327,2024-12-03 05:14:45,14681,/cart,326,Tablet,Safari,France,True,False
328,2024-04-07 02:50:20,10472,/products,521,Tablet,Chrome,UK,False,False
329,2024-12-21 00:14:27,10840,/products,298,Tablet,Edge,UK,False,False
330,2024-07-04 00:47:42,11149,/contact,252,Mobile,Edge,Canada,False,False
331,2024-11-22 16:59:16,12324,/products,136,Desktop,Other,France,False,False
332,2024-03-17 11:32:17,13770,/checkout,171,Tablet,Safari,Canada,False,False
333,2024-07-06 09:00:50,14600,/cart,268,Desktop,Chrome,Canada,True,False
334,2024-01-15 10:56:29,10481,/home,97,Mobile,Other,USA,True,False
335,2024-04-15 20:33:39,13483,/checkout,353,Tablet,Edge,Germany,True,False
336,2024-03-04 19:14:25,11458,/products,260,Tablet,Edge,UK,True,False
337,2024-10-31 19:05:45,13234,/products,41,Tablet,Chrome,USA,False,False
338,2024-09-09 12:46:48,13001,/cart,482,Tablet,Firefox,Germany,False,False
339,2024-01-26 02:27:41,12313,/register,371,Desktop,Safari,USA,False,False
340,2024-11-01 05:53:45,12365,/about,204,Mobile,Edge,Germany,True,False
341,2024-04-27 19:32:35,13169,/about,575,Mobile,Edge,Germany,False,False
342,2024-02-16 08:01:22,14695,/register,371,Tablet,Safari,USA,False,False
343,2024-05-21 02:23:52,11907,/about,279,Desktop,Chrome,France,True,False
344,2024-02-26 02:21:31,14657,/cart,327,Desktop,Chrome,UK,False,False
345,2024-04-01 11:46:02,14077,/register,428,Mobile,Chrome,Australia,False,False
346,2024-08-03 12:14:04,12536,/cart,283,Tablet,Chrome,UK,False,False
