order_id,customer_id,order_date,product_id,quantity,total_price,status,shipping_cost,payment_method
20095,10459,2023-05-25,129,7,371.84,Completed,25.95,Bank Transfer
20096,10168,2023-12-04,54,2,1809.8,Shipped,26.86,Credit Card
20097,11634,2023-12-13,86,6,712.22,Completed,15.41,Debit Card
20098,10581,2023-03-03,212,4,193.16,Processing,30.68,Credit Card
20099,11172,2023-06-09,269,5,325.98,Shipped,20.18,Debit Card
20100,10628,2023-08-12,296,9,1036.34,Shipped,38.47,PayPal
20101,10025,2023-05-14,21,9,1765.74,Cancelled,26.48,Debit Card
20102,11271,2023-05-19,215,4,1263.87,Completed,14.47,PayPal
20103,11920,2023-01-02,425,8,445.37,Processing,7.39,Bank Transfer
20104,10720,2023-03-29,189,5,607.67,Cancelled,35.0,Bank Transfer
20105,11250,2023-08-11,161,9,1952.53,Processing,18.56,Bank Transfer
20106,11946,2023-12-22,201,2,124.64,Shipped,3.28,Bank Transfer
20107,11969,2023-03-05,29,4,1988.79,Shipped,45.75,Debit Card
20108,11649,2023-04-08,381,3,1813.6,Completed,19.33,Credit Card
20109,11729,2023-06-30,244,7,1363.4,Completed,37.3,Bank Transfer
20110,11507,2023-04-08,183,2,1887.54,Completed,22.95,Debit Card
20111,11856,2023-05-25,32,3,321.89,Processing,44.55,PayPal
20112,11033,2023-03-21,267,9,1886.33,Processing,1.45,Bank Transfer
20113,11118,2023-06-16,436,8,440.9,Returned,12.97,Debit Card
20114,10120,2023-06-30,36,2,1101.5,Processing,27.29,Bank Transfer
20115,10125,2023-06-24,93,6,987.75,Returned,16.16,Bank Transfer
20116,10548,2023-07-17,368,3,1034.67,Returned,37.13,Bank Transfer
20117,11092,2023-02-14,159,6,549.41,Shipped,34.42,Debit Card
20118,10296,2023-10-13,398,5,1565.66,Returned,1.28,Bank Transfer
20119,10685,2023-04-12,447,4,1490.31,Completed,30.03,PayPal
20120,11524,2023-03-15,180,7,1908.85,Cancelled,41.79,Bank Transfer
20121,10972,2023-08-09,438,7,1023.84,Returned,15.78,Credit Card
20122,11068,2023-03-20,373,4,1105.22,Completed,6.97,Bank Transfer
20123,10634,2023-02-15,306,3,1808.68,Returned,36.91,Debit Card
20124,10381,2023-04-17,473,4,1840.49,Cancelled,45.02,PayPal
20125,11050,2023-10-01,379,2,1306.08,Returned,32.85,Bank Transfer
20126,10704,2023-05-11,438,4,1644.38,Completed,42.3,Credit Card
20127,10496,2023-03-04,218,4,1020.18,Returned,49.93,Credit Card
20128,10851,2023-12-19,470,5,788.63,Completed,24.97,Credit Card
20129,11159,2023-07-04,329,1,1730.86,Shipped,46.76,Bank Transfer
20130,10706,2023-06-26,353,2,1559.0,Cancelled,17.22,Debit Card
20131,11072,2023-02-07,343,8,499.97,Processing,37.28,Debit Card
20132,11631,2023-01-05,227,8,114.34,Completed,45.07,PayPal
20133,11530,2023-10-22,212,8,1139.89,Cancelled,26.04,Debit Card
20134,10120,2023-12-08,353,5,1686.4,Cancelled,31.32,Credit Card
20135,11784,2023-06-30,163,8,509.46,Processing,48.52,Bank Transfer
20136,11240,2023-05-20,366,9,1539.44,Returned,12.56,Credit Card
20137,10625,2023-03-09,158,4,839.73,Shipped,17.8,Bank Transfer
20138,10525,2023-11-18,110,4,684.7,Completed,38.61,Bank Transfer
20139,11597,2023-07-05,55,7,362.18,Processing,17.05,Debit Card
20140,11066,2023-03-14,350,5,1869.9,Returned,25.04,Bank Transfer
20141,11946,2023-09-04,214,1,466.88,Processing,2.52,PayPal
20142,10751,2023-06-23,365,8,572.79,Returned,28.27,Debit Card
20143,10095,2023-01-04,385,4,676.35,Shipped,31.34,Bank Transfer
20144,10026,2023-07-08,15,8,583.63,Cancelled,4.13,PayPal
20145,10835,2023-07-25,153,2,342.55,Completed,12.2,Debit Card
20146,11918,2023-10-05,20,4,721.81,Returned,21.66,PayPal
20147,11265,2023-09-15,455,2,954.11,Completed,39.06,PayPal
20148,10486,2023-11-23,400,5,1112.51,Completed,1.08,Debit Card
20149,11994,2023-02-01,52,8,329.87,Cancelled,16.57,Credit Card
20150,10239,2023-09-19,343,7,1563.24,Returned,0.24,Credit Card
20151,11327,2023-05-21,469,5,636.83,Completed,26.06,Credit Card
20152,10066,2023-11-28,321,7,1837.54,Completed,24.94,Credit Card
20153,11304,2023-09-27,367,5,672.51,Completed,37.77,Credit Card
20154,11215,2023-03-30,84,7,1728.5,Processing,0.2,PayPal
20155,11142,2023-12-23,367,4,718.01,Shipped,37.94,PayPal
20156,11175,2023-01-07,467,4,1021.55,Cancelled,44.56,Credit Card
20157,11800,2023-08-13,326,4,757.26,Completed,15.87,Debit Card
20158,11415,2023-03-22,486,8,786.45,Returned,16.68,Credit Card
20159,10230,2023-08-30,224,1,1244.79,Cancelled,0.05,Debit Card
20160,10350,2023-02-06,129,5,1392.0,Processing,21.46,Credit Card
20161,10760,2023-03-19,350,2,1743.54,Shipped,30.65,Credit Card
20162,11594,2023-07-20,382,4,1146.72,Returned,6.13,Credit Card
20163,11552,2023-04-07,16,5,449.35,Processing,32.86,Credit Card
20164,11194,2023-04-16,411,8,1979.37,Processing,18.29,PayPal
20165,10862,2023-06-07,274,2,1373.87,Shipped,33.65,Credit Card
20166,11987,2023-01-17,77,2,762.01,Processing,12.55,Credit Card
20167,11155,2023-12-21,300,2,1937.04,Returned,38.73,Bank Transfer
20168,10356,2023-12-06,306,8,1917.78,Cancelled,27.44,Debit Card
20169,11671,2023-04-05,92,3,177.49,Shipped,26.66,Bank Transfer
20170,11065,2023-12-03,458,5,59.25,Shipped,24.41,Debit Card
20171,11328,2023-11-13,270,2,108.02,Completed,42.1,Credit Card
20172,11029,2023-04-19,52,6,1376.92,Completed,27.71,Debit Card
20173,10328,2023-09-08,349,6,1427.54,Returned,7.98,Bank Transfer
20174,11193,2023-09-29,121,2,1453.57,Cancelled,31.29,Bank Transfer
20175,11991,2023-02-23,459,4,1267.87,Completed,25.7,Credit Card
20176,11823,2023-05-08,50,2,585.27,Completed,3.45,Debit Card
20177,10910,2023-03-19,379,4,350.92,Processing,29.05,PayPal
20178,10337,2023-07-28,475,7,1857.16,Shipped,3.97,PayPal
20179,11750,2023-08-29,492,5,1828.02,Processing,36.24,Credit Card
20180,11092,2023-03-23,273,4,500.12,Shipped,32.74,PayPal
20181,10881,2023-08-20,380,3,352.52,Completed,24.66,Credit Card
20182,10538,2023-05-07,120,6,763.18,Processing,37.44,PayPal
20183,10736,2023-05-05,387,2,115.85,Shipped,14.04,Debit Card
20184,11857,2023-03-21,446,4,341.04,Shipped,22.32,Debit Card
20185,11530,2023-07-29,95,8,772.99,Processing,0.76,PayPal
20186,11769,2023-03-06,149,2,492.71,Cancelled,49.41,Debit Card
20187,11509,2023-08-18,289,9,1478.9,Shipped,2.81,Bank Transfer
20188,10442,2023-08-17,257,2,1811.82,Processing,5.22,Credit Card
20189,10923,2023-08-08,454,8,1820.1,Returned,24.74,Credit Card
20190,10919,2023-08-13,371,8,1216.47,Returned,18.8,Bank Transfer
20191,10050,2023-05-30,184,7,1412.91,Returned,26.62,Credit Card
20192,10148,2023-08-11,260,6,998.18,Returned,41.75,PayPal
20193,11950,2023-11-11,150,1,310.44,Completed,7.93,Bank Transfer
20194,11610,2023-06-21,205,2,1277.37,Processing,31.98,Debit Card
20195,11841,2023-09-17,442,7,712.91,Returned,0.9,Bank Transfer
20196,11115,2023-09-18,172,4,31.47,Cancelled,39.5,Debit Card
20197,10367,2023-03-05,313,9,1158.41,Completed,40.78,PayPal
20198,11959,2023-10-25,222,3,412.77,Processing,18.97,Bank Transfer
20199,10579,2023-11-21,168,4,1775.28,Cancelled,8.67,Debit Card
20200,11770,2023-05-30,244,3,1869.21,Processing,40.55,PayPal
20201,11897,2023-07-17,218,7,341.1,Returned,45.46,Debit Card
20202,10655,2023-10-03,56,2,78.24,Processing,3.77,Debit Card
20203,10075,2023-08-17,63,2,28.01,Processing,28.99,PayPal
20204,11109,2023-11-24,103,2,1827.83,Processing,46.91,Debit Card
20205,10226,2023-12-28,373,4,321.0,Completed,32.19,Bank Transfer
20206,11386,2023-08-23,167,8,881.96,Cancelled,41.02,Credit Card
20207,10958,2023-05-31,7,8,133.18,Returned,11.49,PayPal
20208,11591,2023-10-26,142,8,759.22,Shipped,5.12,Bank Transfer
20209,10591,2023-12-18,125,8,1575.14,Shipped,18.81,Credit Card
20210,10023,2023-03-19,90,7,825.2,Processing,19.76,Debit Card
20211,11762,2023-10-22,402,6,1555.65,Completed,39.31,Debit Card
20212,10027,2023-05-29,311,7,1383.9,Processing,20.31,Bank Transfer
20213,10120,2023-05-18,371,5,1044.27,Cancelled,11.83,Bank Transfer
20214,11513,2023-11-07,440,8,1480.67,Processing,44.32,Bank Transfer
20215,11628,2023-11-09,216,2,1760.65,Completed,39.13,PayPal
20216,10852,2023-04-10,441,5,1590.16,Completed,33.37,Credit Card
20217,10623,2023-02-07,123,7,1389.63,Returned,10.36,Bank Transfer
20218,10889,2023-04-14,372,9,1409.61,Shipped,10.24,PayPal
20219,11368,2023-08-02,186,1,338.97,Processing,24.57,Bank Transfer
20220,10030,2023-09-08,371,9,1902.33,Shipped,26.55,PayPal
20221,11678,2023-06-27,153,3,427.22,Returned,12.8,PayPal
20222,11902,2023-11-23,249,1,710.93,Completed,6.17,PayPal
20223,11833,2023-09-11,114,7,1045.61,Completed,18.16,Credit Card
20224,11250,2023-03-22,96,3,269.84,Shipped,21.45,Bank Transfer
20225,10869,2023-07-26,198,8,1195.28,Returned,2.63,Credit Card
20226,11273,2023-07-29,336,2,381.7,Returned,28.23,Bank Transfer
20227,10049,2023-09-16,3,4,1848.27,Completed,0.1,PayPal
20228,10725,2023-05-14,149,2,1779.58,Cancelled,7.56,PayPal
20229,11915,2023-12-30,416,4,1097.96,Cancelled,7.35,Debit Card
20230,10388,2023-11-06,386,1,909.96,Cancelled,34.38,Debit Card
20231,10943,2023-01-03,111,5,223.15,Cancelled,24.29,Debit Card
20232,11804,2023-12-18,20,3,1650.13,Completed,41.8,PayPal
20233,11311,2023-06-19,203,9,771.15,Returned,13.24,Bank Transfer
20234,11730,2023-04-28,371,4,507.72,Processing,10.53,Debit Card
20235,11789,2023-07-27,402,6,1990.69,Shipped,40.14,Credit Card
20236,11614,2023-11-29,182,9,1343.23,Completed,22.21,PayPal
20237,11014,2023-08-05,331,2,166.25,Returned,13.71,Credit Card
20238,10474,2023-08-13,227,7,1606.57,Processing,20.91,PayPal
20239,10755,2023-11-27,292,3,1505.8,Returned,21.26,Debit Card
20240,10602,2023-09-14,358,1,814.38,Cancelled,28.61,Bank Transfer
20241,10925,2023-04-18,76,9,264.9,Returned,1.88,Credit Card
20242,11029,2023-04-06,317,9,1004.94,Completed,12.4,PayPal
20243,10792,2023-01-17,316,4,1531.37,Processing,23.34,Debit Card
20244,10411,2023-04-08,223,9,170.51,Shipped,27.11,Debit Card
20245,11981,2023-02-08,373,7,343.61,Returned,7.94,Credit Card
20246,10661,2023-07-23,36,4,1245.47,Processing,9.68,PayPal
20247,11347,2023-03-05,478,2,1127.9,Shipped,36.38,Bank Transfer
20248,11422,2024-01-01,428,5,1812.07,Returned,39.28,PayPal
20249,11305,2023-12-31,324,8,1633.29,Completed,3.76,Bank Transfer
20250,10190,2023-04-16,450,6,1839.28,Completed,49.5,PayPal
20251,10785,2023-02-24,300,5,942.6,Returned,21.66,Bank Transfer
20252,10584,2023-09-05,333,4,1579.85,Returned,29.29,Debit Card
20253,10958,2023-08-19,90,6,116.46,Returned,29.68,Debit Card
20254,11853,2023-11-02,29,3,603.09,Shipped,17.3,Credit Card
20255,10499,2023-01-08,176,2,1295.66,Processing,27.24,Debit Card
20256,10579,2023-06-24,420,1,1532.09,Returned,29.17,Bank Transfer
20257,10815,2023-05-05,220,9,1149.57,Processing,38.04,Credit Card
20258,11457,2023-06-04,136,1,971.86,Cancelled,33.09,Debit Card
20259,11086,2023-01-22,389,4,481.87,Returned,22.33,Debit Card
20260,11476,2023-04-17,352,6,364.89,Shipped,9.57,Bank Transfer
20261,11516,2023-10-11,478,9,1753.46,Returned,1.26,Debit Card
20262,11669,2023-12-15,462,4,301.58,Returned,32.59,Credit Card
20263,11465,2023-10-01,175,7,881.87,Completed,23.89,Debit Card
20264,11330,2023-04-24,126,7,1779.19,Shipped,48.28,PayPal
20265,10779,2023-04-07,171,6,312.47,Cancelled,4.92,Bank Transfer
20266,11758,2023-04-13,394,9,272.54,Completed,3.63,PayPal
20267,10942,2023-02-22,266,7,1391.17,Shipped,9.06,Bank Transfer
20268,11149,2023-12-01,134,3,676.52,Cancelled,18.84,Credit Card
20269,10264,2023-06-13,272,6,882.7,Cancelled,8.76,Bank Transfer
20270,10006,2023-12-07,444,7,1258.68,Shipped,23.19,Credit Card
20271,11436,2023-02-19,26,7,770.37,Completed,16.99,PayPal
20272,11229,2023-09-20,277,6,1603.69,Shipped,49.97,PayPal
20273,11202,2023-01-09,100,3,1938.59,Completed,48.34,PayPal
20274,11491,2023-02-23,442,6,1867.46,Processing,18.24,Credit Card
20275,11519,2023-07-23,425,2,1099.99,Returned,39.6,Credit Card
20276,10694,2023-07-26,362,1,722.54,Returned,12.08,Credit Card
20277,10991,2023-05-24,30,8,878.79,Cancelled,2.89,PayPal
20278,11466,2023-10-04,133,3,673.71,Returned,2.02,Bank Transfer
20279,11975,2023-01-06,394,8,894.61,Processing,1.46,Credit Card
20280,10917,2023-03-22,496,3,45.69,Returned,36.8,Bank Transfer
20281,11251,2023-05-08,351,2,129.32,Processing,17.11,Bank Transfer
20282,10747,2023-08-05,139,8,1547.25,Shipped,41.19,PayPal
20283,10145,2023-03-11,486,3,682.93,Completed,43.69,Debit Card
20284,11593,2023-10-03,191,8,1592.92,Cancelled,15.28,Bank Transfer
20285,11319,2023-01-30,391,2,970.29,Processing,14.46,Debit Card
20286,10240,2023-03-03,187,4,1615.72,Returned,15.4,Debit Card
20287,10856,2023-11-02,140,9,1333.9,Cancelled,23.77,PayPal
20288,10286,2023-04-24,320,1,417.98,Returned,0.8,Credit Card
20289,10951,2023-09-14,379,2,906.49,Completed,0.54,PayPal
20290,11698,2023-09-28,237,2,1414.58,Shipped,36.77,PayPal
20291,10025,2023-12-21,369,9,674.62,Processing,40.41,PayPal
20292,10451,2023-11-11,297,5,402.74,Completed,10.21,PayPal
20293,10105,2023-11-26,444,4,1088.92,Returned,29.69,Credit Card
20294,10239,2023-07-07,200,4,561.82,Processing,10.8,PayPal
20295,11875,2023-04-10,284,7,1196.8,Completed,36.71,Credit Card
20296,11441,2023-02-06,379,3,558.03,Processing,21.03,Bank Transfer
20297,10331,2023-02-26,80,9,1815.03,Completed,41.14,Credit Card
20298,10911,2023-07-01,447,5,700.93,Processing,47.43,PayPal
20299,11914,2023-05-22,259,9,1816.75,Completed,27.77,Debit Card
20300,11065,2023-12-09,101,1,573.37,Completed,45.03,PayPal
20301,10644,2023-05-04,32,8,1216.82,Returned,1.69,PayPal
20302,11852,2023-10-16,277,2,277.83,Completed,23.13,PayPal
20303,11579,2023-09-05,121,8,1561.18,Shipped,25.17,PayPal
20304,10034,2023-10-06,55,4,416.43,Cancelled,20.79,PayPal
20305,10875,2023-02-18,493,2,1730.76,Completed,15.74,Bank Transfer
20306,11370,2023-07-04,18,2,915.84,Cancelled,36.15,PayPal
20307,10383,2023-09-06,309,6,207.19,Completed,27.63,PayPal
20308,11536,2023-05-06,368,3,739.81,Completed,4.12,Debit Card
20309,11761,2023-05-14,121,3,1563.86,Completed,47.54,Debit Card
20310,10810,2023-02-14,110,9,171.06,Processing,44.38,PayPal
20311,11311,2023-06-12,331,5,1258.94,Returned,17.67,Debit Card
20312,10747,2023-10-24,61,7,1024.39,Processing,12.31,Credit Card
20313,11894,2023-02-13,434,5,633.54,Processing,31.42,Bank Transfer
20314,10958,2023-01-12,264,2,1516.12,Completed,2.17,Credit Card
20315,11056,2023-12-11,268,8,123.83,Shipped,24.8,PayPal
20316,10094,2023-07-13,435,9,1005.33,Shipped,33.63,Credit Card
20317,11019,2023-08-07,500,2,1023.59,Processing,20.33,Debit Card
20318,10204,2023-01-07,450,2,191.08,Returned,48.61,Debit Card
20319,11644,2023-09-14,297,4,289.32,Completed,35.94,PayPal
20320,10833,2023-08-04,406,8,831.12,Completed,46.7,PayPal
20321,10029,2023-04-04,127,5,1082.31,Returned,45.39,PayPal
20322,10265,2023-05-01,137,5,125.33,Processing,6.58,PayPal
20323,10022,2023-07-14,78,7,43.28,Processing,33.43,PayPal
20324,10608,2023-06-30,207,4,401.36,Shipped,29.83,PayPal
20325,10038,2023-01-31,395,9,985.86,Processing,2.74,Debit Card
20326,10172,2023-05-29,397,4,99.75,Processing,15.89,Bank Transfer
20327,10759,2023-07-23,184,8,1471.81,Shipped,26.73,Bank Transfer
20328,11914,2023-01-20,412,3,320.82,Returned,27.41,Credit Card
20329,11436,2023-03-14,89,6,1549.77,Cancelled,40.7,Bank Transfer
20330,10413,2023-07-30,320,1,425.37,Shipped,29.38,Credit Card
20331,11697,2023-12-01,229,7,706.31,Processing,23.33,Credit Card
20332,10691,2023-03-31,64,7,968.6,Processing,37.6,Credit Card
20333,10614,2023-03-15,326,2,707.6,Cancelled,28.54,Bank Transfer
20334,10208,2023-06-09,55,5,66.77,Completed,44.19,PayPal
20335,10021,2023-09-11,293,4,1818.98,Processing,45.27,PayPal
20336,10004,2023-10-10,417,9,587.2,Processing,30.22,Credit Card
20337,10650,2023-11-24,281,2,289.35,Completed,28.22,PayPal
20338,10213,2023-11-06,370,3,282.39,Shipped,35.06,PayPal
20339,11695,2023-03-09,279,1,1949.73,Returned,36.28,Bank Transfer
20340,10919,2023-03-16,188,5,263.65,Returned,36.36,Debit Card
20341,10906,2023-06-22,440,3,706.16,Cancelled,31.04,PayPal
20342,11162,2023-02-23,191,4,153.89,Completed,38.14,Credit Card
20343,11680,2023-11-23,392,4,1476.24,Completed,7.21,Debit Card
20344,10671,2023-10-09,273,6,1201.57,Completed,41.07,Debit Card
20345,11618,2023-12-23,95,7,1076.47,Returned,15.52,Debit Card
20346,10666,2023-03-16,90,7,1714.56,Shipped,44.28,Debit Card
20347,10799,2023-08-07,247,8,1155.21,Shipped,6.59,Debit Card
20348,10316,2023-11-25,441,3,1911.95,Completed,0.18,Bank Transfer
20349,10792,2023-02-20,75,5,1253.1,Processing,0.78,PayPal
20350,10575,2023-05-06,62,6,721.59,Shipped,10.51,PayPal
20351,11727,2023-06-22,222,6,92.76,Returned,5.69,Bank Transfer
20352,11179,2023-01-23,267,8,1456.05,Processing,27.7,Credit Card
20353,11447,2023-08-01,451,5,759.82,Completed,22.42,Credit Card
20354,11523,2023-03-06,424,5,1206.42,Cancelled,30.3,Debit Card
20355,10090,2023-02-03,424,1,1755.17,Cancelled,9.63,Bank Transfer
20356,11677,2023-01-31,121,1,35.16,Completed,37.69,Debit Card
20357,11065,2023-09-29,312,6,1524.03,Completed,30.52,Debit Card
20358,10760,2023-05-29,309,5,881.86,Completed,11.06,PayPal
20359,11318,2023-01-17,341,6,265.64,Processing,19.95,PayPal
20360,10769,2023-02-09,483,9,1173.27,Returned,35.91,Debit Card
20361,11360,2023-06-15,28,8,1074.58,Shipped,34.02,Bank Transfer
20362,10000,2023-09-03,342,7,1687.77,Shipped,28.12,PayPal
20363,10108,2023-11-11,426,7,1052.69,Processing,48.95,Credit Card
20364,10927,2023-10-25,371,6,1658.16,Completed,6.59,PayPal
20365,11148,2023-09-12,302,6,1098.09,Returned,24.41,Bank Transfer
20366,11087,2023-11-30,274,1,904.95,Cancelled,31.2,Debit Card
20367,10205,2023-01-10,23,7,754.94,Processing,49.7,Debit Card
20368,11438,2023-07-22,410,5,363.92,Shipped,27.13,Credit Card
20369,11977,2023-03-11,99,7,1176.38,Cancelled,22.12,PayPal
20370,10849,2023-12-30,285,6,1097.62,Completed,46.11,Bank Transfer
20371,11267,2023-11-11,308,8,1951.96,Shipped,25.32,Debit Card
20372,10589,2023-09-26,110,3,836.57,Completed,46.96,PayPal
20373,10622,2023-02-02,203,8,854.62,Cancelled,37.52,PayPal
20374,11677,2023-01-20,106,7,344.47,Cancelled,8.39,Credit Card
20375,11239,2023-10-16,46,1,1203.19,Returned,8.37,Credit Card
20376,10964,2023-11-10,257,3,1698.75,Processing,15.9,Bank Transfer
20377,11551,2023-09-02,447,4,510.89,Returned,3.38,Credit Card
20378,10964,2023-11-25,144,9,37.97,Completed,27.13,PayPal
20379,11589,2023-07-01,25,6,1389.12,Completed,42.99,Credit Card
20380,10652,2023-04-05,62,7,82.12,Completed,20.0,Bank Transfer
20381,11403,2023-08-05,230,5,830.37,Completed,32.42,Bank Transfer
20382,11871,2023-09-29,82,3,1233.17,Completed,49.07,PayPal
20383,10078,2023-07-22,336,5,784.3,Shipped,9.69,Bank Transfer
