timestamp,sensor_id,temperature,humidity,pressure,status
2024-01-01 00:13:40,SENSOR_048,25.42,64.6,1005.83,Normal
2024-01-01 00:13:50,SENSOR_023,21.81,63.78,1010.38,Normal
2024-01-01 00:14:00,SENSOR_050,31.9,55.5,1025.31,Normal
2024-01-01 00:14:10,SENSOR_026,29.56,55.45,1001.61,Normal
2024-01-01 00:14:20,SENSOR_021,21.01,55.91,992.96,Normal
2024-01-01 00:14:30,SENSOR_027,30.58,45.41,1002.52,Normal
2024-01-01 00:14:40,SENSOR_020,24.3,36.93,994.78,Normal
2024-01-01 00:14:50,SENSOR_037,22.72,41.72,1024.44,Normal
2024-01-01 00:15:00,SENSOR_034,28.69,47.39,998.22,Normal
2024-01-01 00:15:10,SENSOR_050,34.42,42.56,1019.79,Warning
2024-01-01 00:15:20,SENSOR_043,22.23,38.72,1014.85,Normal
2024-01-01 00:15:30,SENSOR_045,23.56,73.87,1025.83,Normal
2024-01-01 00:15:40,SENSOR_029,33.7,70.09,1001.94,Normal
2024-01-01 00:15:50,SENSOR_025,16.25,71.98,1002.21,Normal
2024-01-01 00:16:00,SENSOR_014,24.43,30.55,1018.36,Normal
2024-01-01 00:16:10,SENSOR_022,18.92,78.5,1010.51,Warning
2024-01-01 00:16:20,SENSOR_040,20.15,66.33,993.21,Normal
2024-01-01 00:16:30,SENSOR_009,24.02,79.4,1025.12,Normal
2024-01-01 00:16:40,SENSOR_004,27.3,50.42,1019.08,Normal
2024-01-01 00:16:50,SENSOR_037,19.83,60.1,1020.82,Normal
2024-01-01 00:17:00,SENSOR_046,26.77,38.13,995.23,Normal
2024-01-01 00:17:10,SENSOR_015,22.38,57.8,996.6,Normal
2024-01-01 00:17:20,SENSOR_018,26.73,40.38,1024.03,Normal
2024-01-01 00:17:30,SENSOR_015,17.86,54.93,1001.98,Normal
2024-01-01 00:17:40,SENSOR_036,33.77,56.25,995.15,Normal
2024-01-01 00:17:50,SENSOR_031,27.27,52.7,994.63,Normal
2024-01-01 00:18:00,SENSOR_025,15.71,69.52,1022.06,Normal
2024-01-01 00:18:10,SENSOR_017,28.72,50.43,1006.7,Normal
2024-01-01 00:18:20,SENSOR_009,26.78,77.08,990.2,Normal
2024-01-01 00:18:30,SENSOR_022,23.59,71.28,1019.25,Critical
2024-01-01 00:18:40,SENSOR_018,25.84,72.75,1017.5,Normal
2024-01-01 00:18:50,SENSOR_009,27.81,68.1,1007.44,Normal
2024-01-01 00:19:00,SENSOR_016,22.54,68.65,1000.87,Normal
2024-01-01 00:19:10,SENSOR_035,34.86,31.42,995.18,Normal
2024-01-01 00:19:20,SENSOR_001,19.89,36.46,1022.09,Normal
2024-01-01 00:19:30,SENSOR_035,17.29,73.19,1017.06,Normal
2024-01-01 00:19:40,SENSOR_036,20.21,74.61,1026.43,Normal
2024-01-01 00:19:50,SENSOR_005,18.37,59.6,991.01,Normal
2024-01-01 00:20:00,SENSOR_036,21.57,73.57,1003.44,Normal
2024-01-01 00:20:10,SENSOR_046,26.82,73.87,1017.16,Normal
2024-01-01 00:20:20,SENSOR_009,31.74,38.23,1021.72,Normal
2024-01-01 00:20:30,SENSOR_026,17.76,34.98,998.69,Normal
2024-01-01 00:20:40,SENSOR_024,22.33,75.9,1023.06,Normal
2024-01-01 00:20:50,SENSOR_045,18.54,53.6,999.64,Normal
2024-01-01 00:21:00,SENSOR_028,26.75,68.18,1021.11,Normal
2024-01-01 00:21:10,SENSOR_013,29.56,68.7,1012.21,Normal
2024-01-01 00:21:20,SENSOR_034,24.34,48.01,1022.81,Warning
2024-01-01 00:21:30,SENSOR_035,15.18,72.58,993.71,Normal
2024-01-01 00:21:40,SENSOR_042,32.17,33.1,1015.03,Normal
2024-01-01 00:21:50,SENSOR_008,34.09,54.86,1015.07,Normal
2024-01-01 00:22:00,SENSOR_041,21.67,79.02,991.91,Normal
2024-01-01 00:22:10,SENSOR_021,23.48,52.68,1018.16,Normal
2024-01-01 00:22:20,SENSOR_023,19.7,48.7,996.28,Normal
2024-01-01 00:22:30,SENSOR_014,19.67,43.96,993.82,Normal
2024-01-01 00:22:40,SENSOR_007,33.71,62.27,995.52,Normal
2024-01-01 00:22:50,SENSOR_016,25.88,31.93,1008.94,Normal
2024-01-01 00:23:00,SENSOR_032,30.76,38.77,1025.38,Warning
2024-01-01 00:23:10,SENSOR_047,30.71,48.87,1002.37,Normal
2024-01-01 00:23:20,SENSOR_049,23.83,68.46,1007.67,Normal
2024-01-01 00:23:30,SENSOR_017,17.52,50.09,991.33,Normal
2024-01-01 00:23:40,SENSOR_030,15.46,43.97,1014.0,Warning
2024-01-01 00:23:50,SENSOR_036,20.29,46.68,1003.58,Normal
2024-01-01 00:24:00,SENSOR_025,20.99,55.2,1016.76,Normal
2024-01-01 00:24:10,SENSOR_030,20.79,72.3,1012.86,Normal
2024-01-01 00:24:20,SENSOR_005,21.91,47.61,1019.0,Normal
2024-01-01 00:24:30,SENSOR_027,15.59,79.2,1020.99,Normal
2024-01-01 00:24:40,SENSOR_038,26.53,72.46,999.59,Normal
2024-01-01 00:24:50,SENSOR_041,19.84,75.13,1010.29,Normal
2024-01-01 00:25:00,SENSOR_008,29.21,44.79,1012.32,Normal
2024-01-01 00:25:10,SENSOR_013,18.69,57.32,1007.47,Normal
2024-01-01 00:25:20,SENSOR_041,18.73,30.83,1005.41,Normal
2024-01-01 00:25:30,SENSOR_006,34.31,30.35,1027.86,Normal
2024-01-01 00:25:40,SENSOR_045,28.95,39.12,994.43,Normal
2024-01-01 00:25:50,SENSOR_006,22.75,70.73,994.97,Normal
2024-01-01 00:26:00,SENSOR_020,15.17,30.62,1014.65,Normal
2024-01-01 00:26:10,SENSOR_038,28.09,59.4,999.74,Normal
2024-01-01 00:26:20,SENSOR_043,21.04,63.78,1029.96,Normal
2024-01-01 00:26:30,SENSOR_003,19.23,57.76,993.34,Normal
2024-01-01 00:26:40,SENSOR_001,31.32,65.88,1019.67,Warning
2024-01-01 00:26:50,SENSOR_029,18.74,46.8,1018.78,Normal
2024-01-01 00:27:00,SENSOR_001,21.16,42.33,1019.27,Normal
2024-01-01 00:27:10,SENSOR_006,28.55,61.68,1016.83,Critical
2024-01-01 00:27:20,SENSOR_036,29.29,57.88,993.17,Normal
2024-01-01 00:27:30,SENSOR_008,17.07,37.03,1003.03,Normal
2024-01-01 00:27:40,SENSOR_029,34.67,53.69,994.22,Normal
2024-01-01 00:27:50,SENSOR_040,29.12,42.06,1016.3,Normal
2024-01-01 00:28:00,SENSOR_003,17.92,32.39,998.99,Normal
2024-01-01 00:28:10,SENSOR_045,22.61,60.05,1012.0,Normal
2024-01-01 00:28:20,SENSOR_046,31.73,78.65,1029.58,Warning
2024-01-01 00:28:30,SENSOR_015,17.09,34.33,993.48,Normal
2024-01-01 00:28:40,SENSOR_013,15.21,34.39,1027.06,Normal
2024-01-01 00:28:50,SENSOR_018,20.46,68.92,1008.28,Normal
2024-01-01 00:29:00,SENSOR_020,32.32,77.82,1012.36,Normal
2024-01-01 00:29:10,SENSOR_041,22.65,50.97,1022.12,Normal
2024-01-01 00:29:20,SENSOR_028,26.32,54.11,1020.79,Normal
2024-01-01 00:29:30,SENSOR_033,15.09,33.39,991.26,Normal
2024-01-01 00:29:40,SENSOR_048,16.31,49.78,1012.25,Normal
2024-01-01 00:29:50,SENSOR_023,28.72,48.79,1028.47,Normal
2024-01-01 00:30:00,SENSOR_050,18.71,36.57,1009.31,Warning
2024-01-01 00:30:10,SENSOR_002,24.52,41.23,1026.61,Normal
2024-01-01 00:30:20,SENSOR_020,27.25,42.87,998.53,Normal
2024-01-01 00:30:30,SENSOR_014,33.24,68.78,1018.07,Normal
2024-01-01 00:30:40,SENSOR_023,21.96,33.67,1013.46,Normal
2024-01-01 00:30:50,SENSOR_028,15.21,31.96,995.26,Normal
2024-01-01 00:31:00,SENSOR_049,30.19,61.34,996.02,Normal
2024-01-01 00:31:10,SENSOR_020,16.14,50.02,1018.01,Normal
2024-01-01 00:31:20,SENSOR_039,17.09,45.29,994.72,Normal
2024-01-01 00:31:30,SENSOR_011,16.73,32.27,1015.54,Normal
2024-01-01 00:31:40,SENSOR_043,34.43,69.12,1025.52,Normal
2024-01-01 00:31:50,SENSOR_036,21.49,49.77,1002.41,Normal
2024-01-01 00:32:00,SENSOR_010,22.81,63.29,999.53,Warning
2024-01-01 00:32:10,SENSOR_018,17.99,71.85,1011.56,Normal
2024-01-01 00:32:20,SENSOR_029,31.35,34.68,1027.11,Normal
2024-01-01 00:32:30,SENSOR_019,23.08,35.81,992.96,Normal
2024-01-01 00:32:40,SENSOR_039,32.81,65.71,1025.08,Normal
2024-01-01 00:32:50,SENSOR_030,28.23,71.73,996.1,Normal
2024-01-01 00:33:00,SENSOR_010,17.04,43.31,1006.78,Normal
2024-01-01 00:33:10,SENSOR_015,29.97,38.76,1022.89,Normal
2024-01-01 00:33:20,SENSOR_042,21.3,37.58,1012.58,Normal
2024-01-01 00:33:30,SENSOR_014,20.07,35.34,1000.98,Warning
2024-01-01 00:33:40,SENSOR_014,19.05,52.53,994.92,Normal
2024-01-01 00:33:50,SENSOR_029,26.72,62.83,1015.27,Normal
2024-01-01 00:34:00,SENSOR_047,27.5,44.52,1022.66,Normal
2024-01-01 00:34:10,SENSOR_039,17.2,67.67,1009.19,Normal
2024-01-01 00:34:20,SENSOR_020,20.15,45.11,1017.68,Normal
2024-01-01 00:34:30,SENSOR_041,26.39,61.41,1012.48,Normal
2024-01-01 00:34:40,SENSOR_040,18.99,41.31,1018.71,Normal
2024-01-01 00:34:50,SENSOR_030,18.69,52.14,1026.78,Warning
2024-01-01 00:35:00,SENSOR_042,25.89,35.41,1005.03,Normal
2024-01-01 00:35:10,SENSOR_039,34.82,69.4,1019.25,Normal
2024-01-01 00:35:20,SENSOR_031,26.02,32.45,1028.24,Normal
2024-01-01 00:35:30,SENSOR_031,21.98,38.48,998.98,Normal
2024-01-01 00:35:40,SENSOR_050,15.0,56.05,1026.8,Normal
2024-01-01 00:35:50,SENSOR_019,18.27,41.06,1006.66,Normal
2024-01-01 00:36:00,SENSOR_047,22.32,51.91,992.16,Normal
2024-01-01 00:36:10,SENSOR_041,30.23,44.65,998.82,Normal
2024-01-01 00:36:20,SENSOR_018,26.27,40.28,1025.52,Normal
2024-01-01 00:36:30,SENSOR_047,29.37,43.72,1012.19,Normal
2024-01-01 00:36:40,SENSOR_046,29.38,34.49,1026.74,Normal
2024-01-01 00:36:50,SENSOR_033,26.63,31.45,1011.45,Normal
2024-01-01 00:37:00,SENSOR_031,16.61,46.01,990.15,Normal
2024-01-01 00:37:10,SENSOR_009,29.48,33.08,1017.81,Warning
2024-01-01 00:37:20,SENSOR_019,29.64,44.9,1007.93,Normal
2024-01-01 00:37:30,SENSOR_044,23.24,72.87,993.12,Normal
2024-01-01 00:37:40,SENSOR_043,31.86,32.25,1000.61,Normal
2024-01-01 00:37:50,SENSOR_020,32.76,56.48,995.95,Warning
2024-01-01 00:38:00,SENSOR_042,29.66,52.84,1008.01,Normal
2024-01-01 00:38:10,SENSOR_002,18.17,59.44,1002.08,Normal
2024-01-01 00:38:20,SENSOR_008,30.51,42.29,998.37,Normal
2024-01-01 00:38:30,SENSOR_041,32.97,59.06,1015.91,Normal
2024-01-01 00:38:40,SENSOR_032,32.45,41.83,1027.82,Normal
2024-01-01 00:38:50,SENSOR_011,33.34,46.26,1028.44,Normal
2024-01-01 00:39:00,SENSOR_031,32.72,68.19,1004.89,Normal
2024-01-01 00:39:10,SENSOR_019,28.76,75.95,1000.57,Normal
2024-01-01 00:39:20,SENSOR_039,29.9,49.18,1015.03,Normal
2024-01-01 00:39:30,SENSOR_029,16.48,69.07,1004.56,Normal
2024-01-01 00:39:40,SENSOR_014,15.58,35.3,1022.25,Normal
2024-01-01 00:39:50,SENSOR_005,33.01,30.89,1005.66,Warning
2024-01-01 00:40:00,SENSOR_050,15.15,35.86,1012.86,Normal
2024-01-01 00:40:10,SENSOR_047,25.11,74.05,1029.52,Normal
2024-01-01 00:40:20,SENSOR_012,30.01,68.2,995.24,Warning
2024-01-01 00:40:30,SENSOR_013,25.69,33.2,1002.81,Warning
2024-01-01 00:40:40,SENSOR_025,32.21,71.42,992.95,Warning
2024-01-01 00:40:50,SENSOR_036,33.43,46.4,1028.28,Warning
2024-01-01 00:41:00,SENSOR_047,21.16,42.25,1009.6,Normal
2024-01-01 00:41:10,SENSOR_036,26.12,35.25,1002.99,Normal
2024-01-01 00:41:20,SENSOR_046,15.6,35.5,1027.16,Normal
2024-01-01 00:41:30,SENSOR_048,23.08,61.18,1007.55,Warning
2024-01-01 00:41:40,SENSOR_050,30.35,76.56,990.22,Normal
2024-01-01 00:41:50,SENSOR_047,18.96,71.81,1012.44,Normal
2024-01-01 00:42:00,SENSOR_017,29.21,56.17,993.56,Normal
2024-01-01 00:42:10,SENSOR_025,16.11,59.57,1029.39,Normal
2024-01-01 00:42:20,SENSOR_001,30.31,55.13,1026.39,Normal
2024-01-01 00:42:30,SENSOR_044,21.56,70.75,1020.02,Normal
2024-01-01 00:42:40,SENSOR_020,33.97,39.01,1015.36,Warning
2024-01-01 00:42:50,SENSOR_042,34.85,63.25,991.75,Critical
2024-01-01 00:43:00,SENSOR_012,15.02,54.97,999.0,Warning
2024-01-01 00:43:10,SENSOR_012,24.28,35.0,1006.85,Normal
2024-01-01 00:43:20,SENSOR_041,23.75,35.57,1021.06,Normal
2024-01-01 00:43:30,SENSOR_006,21.91,70.36,995.61,Normal
2024-01-01 00:43:40,SENSOR_038,22.22,58.84,1020.18,Normal
2024-01-01 00:43:50,SENSOR_021,24.51,34.5,1013.93,Normal
2024-01-01 00:44:00,SENSOR_022,25.93,63.91,1009.66,Normal
2024-01-01 00:44:10,SENSOR_035,20.89,75.91,1026.83,Normal
2024-01-01 00:44:20,SENSOR_017,28.82,66.27,1016.46,Normal
2024-01-01 00:44:30,SENSOR_020,33.64,33.79,1000.88,Normal
2024-01-01 00:44:40,SENSOR_037,19.87,30.11,1008.79,Normal
2024-01-01 00:44:50,SENSOR_038,26.73,66.18,1016.35,Normal
2024-01-01 00:45:00,SENSOR_036,22.04,68.18,993.72,Critical
2024-01-01 00:45:10,SENSOR_028,25.82,40.42,995.9,Normal
2024-01-01 00:45:20,SENSOR_036,31.06,57.39,1027.07,Normal
2024-01-01 00:45:30,SENSOR_045,15.22,54.18,1000.68,Normal
2024-01-01 00:45:40,SENSOR_025,16.9,73.03,1004.45,Normal
2024-01-01 00:45:50,SENSOR_047,34.11,75.05,994.78,Warning
2024-01-01 00:46:00,SENSOR_002,19.33,60.57,997.69,Normal
2024-01-01 00:46:10,SENSOR_030,24.56,43.71,994.15,Normal
2024-01-01 00:46:20,SENSOR_045,30.98,33.01,1020.29,Normal
2024-01-01 00:46:30,SENSOR_049,15.47,72.48,1012.09,Normal
2024-01-01 00:46:40,SENSOR_017,23.62,78.64,1002.03,Normal
2024-01-01 00:46:50,SENSOR_024,17.72,63.9,1000.61,Normal
2024-01-01 00:47:00,SENSOR_046,29.81,40.73,991.41,Normal
2024-01-01 00:47:10,SENSOR_048,19.23,70.38,1012.56,Normal
2024-01-01 00:47:20,SENSOR_026,21.99,56.46,998.44,Normal
2024-01-01 00:47:30,SENSOR_035,27.89,36.24,997.94,Normal
2024-01-01 00:47:40,SENSOR_009,22.63,52.38,1022.84,Normal
2024-01-01 00:47:50,SENSOR_019,19.11,32.02,993.8,Normal
2024-01-01 00:48:00,SENSOR_033,32.12,30.41,1018.05,Warning
2024-01-01 00:48:10,SENSOR_012,27.51,46.62,999.91,Warning
2024-01-01 00:48:20,SENSOR_031,30.19,55.18,1017.43,Normal
2024-01-01 00:48:30,SENSOR_029,34.04,38.31,994.08,Normal
2024-01-01 00:48:40,SENSOR_015,25.54,33.9,1011.27,Normal
2024-01-01 00:48:50,SENSOR_006,30.16,49.87,1008.22,Normal
2024-01-01 00:49:00,SENSOR_014,29.43,77.09,1008.43,Normal
2024-01-01 00:49:10,SENSOR_014,24.58,68.61,998.8,Normal
2024-01-01 00:49:20,SENSOR_030,30.71,32.82,995.54,Warning
2024-01-01 00:49:30,SENSOR_001,33.53,79.08,1022.32,Normal
2024-01-01 00:49:40,SENSOR_032,22.92,73.51,996.79,Normal
2024-01-01 00:49:50,SENSOR_047,17.31,31.02,1007.39,Normal
2024-01-01 00:50:00,SENSOR_007,22.38,64.17,991.29,Normal
2024-01-01 00:50:10,SENSOR_046,24.37,60.09,997.08,Normal
2024-01-01 00:50:20,SENSOR_019,33.21,66.58,995.46,Normal
2024-01-01 00:50:30,SENSOR_026,23.42,53.41,1017.7,Warning
2024-01-01 00:50:40,SENSOR_007,17.22,30.63,1020.79,Normal
2024-01-01 00:50:50,SENSOR_045,33.46,49.16,1024.6,Normal
2024-01-01 00:51:00,SENSOR_023,19.54,79.51,991.59,Normal
2024-01-01 00:51:10,SENSOR_009,16.5,59.97,1025.24,Normal
2024-01-01 00:51:20,SENSOR_042,26.02,61.26,1003.19,Normal
2024-01-01 00:51:30,SENSOR_020,23.4,60.57,1026.17,Normal
2024-01-01 00:51:40,SENSOR_018,16.37,42.83,1006.6,Normal
2024-01-01 00:51:50,SENSOR_025,34.97,48.1,990.47,Normal
2024-01-01 00:52:00,SENSOR_028,32.58,68.09,1010.13,Normal
2024-01-01 00:52:10,SENSOR_025,16.09,36.71,1013.88,Warning
2024-01-01 00:52:20,SENSOR_044,20.04,65.24,1013.92,Normal
2024-01-01 00:52:30,SENSOR_004,26.42,57.24,1027.41,Warning
2024-01-01 00:52:40,SENSOR_010,28.06,65.63,1007.08,Normal
2024-01-01 00:52:50,SENSOR_047,16.87,35.21,1009.29,Normal
2024-01-01 00:53:00,SENSOR_031,26.07,60.09,1029.86,Normal
2024-01-01 00:53:10,SENSOR_007,34.67,43.05,990.89,Normal
2024-01-01 00:53:20,SENSOR_034,22.03,76.87,1015.04,Normal
2024-01-01 00:53:30,SENSOR_028,20.21,34.45,1017.81,Normal
2024-01-01 00:53:40,SENSOR_024,28.64,44.23,1013.59,Normal
2024-01-01 00:53:50,SENSOR_008,17.11,61.33,1010.59,Normal
2024-01-01 00:54:00,SENSOR_029,31.17,52.04,1004.37,Normal
2024-01-01 00:54:10,SENSOR_022,18.59,59.49,1016.13,Normal
2024-01-01 00:54:20,SENSOR_041,23.23,63.61,998.84,Normal
2024-01-01 00:54:30,SENSOR_044,17.4,61.85,1027.37,Critical
2024-01-01 00:54:40,SENSOR_045,16.97,76.74,1027.33,Normal
2024-01-01 00:54:50,SENSOR_001,24.21,51.61,1009.82,Normal
2024-01-01 00:55:00,SENSOR_002,25.73,46.13,1013.45,Normal
2024-01-01 00:55:10,SENSOR_038,19.62,46.66,1029.98,Normal
2024-01-01 00:55:20,SENSOR_012,21.24,40.24,1013.16,Warning
2024-01-01 00:55:30,SENSOR_026,23.63,79.2,1025.24,Normal
2024-01-01 00:55:40,SENSOR_007,32.13,71.0,996.31,Warning
2024-01-01 00:55:50,SENSOR_038,34.61,61.13,1005.68,Normal
2024-01-01 00:56:00,SENSOR_035,31.63,78.33,1013.65,Warning
2024-01-01 00:56:10,SENSOR_023,28.06,30.65,1027.03,Normal
2024-01-01 00:56:20,SENSOR_008,31.97,72.91,991.58,Normal
2024-01-01 00:56:30,SENSOR_043,28.62,42.17,1021.0,Normal
2024-01-01 00:56:40,SENSOR_040,15.36,73.0,1016.29,Normal
2024-01-01 00:56:50,SENSOR_042,29.73,77.79,1005.64,Normal
2024-01-01 00:57:00,SENSOR_036,26.2,46.08,1019.87,Normal
2024-01-01 00:57:10,SENSOR_007,31.41,60.19,1012.59,Normal
2024-01-01 00:57:20,SENSOR_029,25.07,36.17,1007.59,Normal
2024-01-01 00:57:30,SENSOR_040,32.88,79.71,992.98,Normal
2024-01-01 00:57:40,SENSOR_036,15.08,55.3,1005.2,Warning
2024-01-01 00:57:50,SENSOR_041,26.75,47.05,1002.79,Normal
2024-01-01 00:58:00,SENSOR_045,32.49,30.68,1018.85,Normal
2024-01-01 00:58:10,SENSOR_029,34.86,78.47,1028.17,Normal
2024-01-01 00:58:20,SENSOR_020,28.41,77.67,1019.98,Normal
2024-01-01 00:58:30,SENSOR_004,16.45,71.16,1007.42,Normal
2024-01-01 00:58:40,SENSOR_032,15.93,76.39,1014.66,Normal
2024-01-01 00:58:50,SENSOR_044,18.36,33.64,994.3,Normal
2024-01-01 00:59:00,SENSOR_040,24.35,34.65,1007.97,Normal
2024-01-01 00:59:10,SENSOR_036,27.47,59.84,1007.04,Warning
2024-01-01 00:59:20,SENSOR_002,20.8,55.1,1017.57,Warning
2024-01-01 00:59:30,SENSOR_033,27.96,53.49,1029.07,Normal
2024-01-01 00:59:40,SENSOR_031,30.88,36.35,1010.92,Normal
2024-01-01 00:59:50,SENSOR_015,21.32,30.38,1014.86,Normal
2024-01-01 01:00:00,SENSOR_008,25.39,51.53,1001.35,Normal
2024-01-01 01:00:10,SENSOR_017,30.2,38.17,1004.35,Normal
2024-01-01 01:00:20,SENSOR_031,34.8,42.72,1021.32,Normal
2024-01-01 01:00:30,SENSOR_002,19.69,35.54,996.13,Normal
2024-01-01 01:00:40,SENSOR_023,23.71,57.88,1003.64,Warning
2024-01-01 01:00:50,SENSOR_049,15.39,65.59,1022.83,Normal
2024-01-01 01:01:00,SENSOR_039,27.97,44.03,1013.61,Warning
2024-01-01 01:01:10,SENSOR_003,15.83,73.21,1027.53,Warning
2024-01-01 01:01:20,SENSOR_004,30.55,50.94,1015.1,Normal
