sale_id,date,product,quantity,unit_price,region,sales_channel,customer_id,discount_percent,total_amount
5056,2023-04-18,Webcam,15,49,South,Retail,11377,10.0,661.5
5057,2023-07-14,Smartphone,10,199,South,Retail,10392,5.0,1890.5
5058,2023-10-25,Mouse,14,399,South,Online,10203,10.0,5027.400000000001
5059,2023-02-21,Charger,10,15,North,Retail,10257,0.0,150.0
5060,2023-06-16,Headphones,14,199,North,Online,10485,5.0,2646.7
5061,2023-07-05,Speaker,9,49,South,Direct,11540,0.0,441.0
5062,2023-11-10,Keyboard,14,49,East,Online,10445,15.0,583.1
5063,2023-05-13,Charger,3,29,West,Online,11732,10.0,78.3
5064,2023-04-06,Webcam,16,299,North,Online,11203,20.0,3827.2000000000003
5065,2023-10-08,Webcam,2,399,Central,Wholesale,11023,0.0,798.0
5066,2023-05-15,Webcam,10,79,South,Online,10341,0.0,790.0
5067,2023-05-02,Charger,3,699,South,Online,10132,0.0,2097.0
5068,2023-05-18,Laptop,11,15,North,Retail,10442,0.0,165.0
5069,2023-08-30,Smartphone,11,299,North,Wholesale,11859,0.0,3289.0
5070,2023-11-10,Monitor,13,79,East,Direct,10252,10.0,924.3000000000001
5071,2023-06-25,Webcam,7,49,Central,Online,10264,0.0,343.0
5072,2023-07-07,Keyboard,17,15,West,Retail,10092,,242.25
5073,2023-04-05,Monitor,2,299,Central,Online,11685,15.0,508.3
5074,2023-09-13,Mouse,12,79,West,Direct,11434,10.0,853.2
5075,2023-08-06,Charger,10,79,Central,Online,10137,0.0,790.0
5076,2023-04-18,Tablet,18,15,Central,Direct,11231,0.0,270.0
5077,2023-08-03,Mouse,11,49,Central,Direct,11001,5.0,512.05
5078,2023-12-25,Headphones,16,49,Central,Online,11660,0.0,784.0
5079,2023-07-10,Tablet,17,15,West,Online,11769,10.0,229.5
5080,2023-07-06,Charger,19,19,East,Direct,11596,0.0,361.0
5081,2023-07-25,Mouse,18,699,South,Retail,10306,15.0,10694.699999999999
5082,2023-05-24,Webcam,3,699,East,Wholesale,10265,10.0,1887.3
5083,2023-08-19,Mouse,16,399,Central,Online,10645,10.0,5745.6
5084,2023-04-03,Tablet,6,99,East,Wholesale,10317,0.0,594.0
5085,2023-10-20,Charger,12,19,South,Online,11136,0.0,228.0
5086,2023-03-09,Smartphone,11,99,South,Wholesale,10900,10.0,980.1
5087,2023-10-22,Mouse,15,699,Central,Direct,11401,5.0,9960.75
5088,2023-12-18,Laptop,15,399,West,Wholesale,10453,0.0,5985.0
5089,2023-04-28,Headphones,16,49,North,Wholesale,10190,0.0,784.0
5090,2023-02-21,Tablet,10,699,North,Online,11914,0.0,6990.0
5091,2023-05-19,Monitor,12,79,South,Online,11463,10.0,853.2
5092,2023-05-01,Speaker,13,19,North,Online,11210,0.0,247.0
5093,2023-10-12,Monitor,4,29,East,Retail,10830,5.0,110.19999999999999
5094,2023-08-10,Smartphone,7,29,East,Direct,11390,5.0,192.85
5095,2023-07-15,Headphones,2,15,South,Wholesale,11112,5.0,28.5
5096,2023-04-11,Webcam,15,49,West,Retail,10186,15.0,624.75
5097,2023-03-16,Mouse,8,49,North,Wholesale,10818,15.0,333.2
5098,2023-03-18,Speaker,7,699,Central,Retail,11969,5.0,4648.349999999999
5099,2023-08-31,Smartphone,15,99,Central,Online,11020,0.0,1485.0
5100,2023-01-05,Keyboard,14,29,East,Online,10131,5.0,385.7
5101,2023-04-01,Smartphone,8,79,North,Direct,10871,10.0,568.8000000000001
5102,2023-08-04,Smartphone,12,199,West,Retail,10634,5.0,2268.6
5103,2023-09-13,Speaker,13,99,North,Direct,11583,10.0,1158.3
5104,2023-03-10,Keyboard,11,699,East,Online,11823,0.0,7689.0
5105,2023-11-19,Mouse,17,79,South,Direct,11399,10.0,1208.7
5106,2023-09-22,Webcam,17,299,South,Retail,10690,0.0,5083.0
5107,2023-10-01,Tablet,4,299,Central,Direct,10691,10.0,1076.4
5108,2023-06-11,Monitor,8,15,North,Online,11122,0.0,120.0
5109,2023-09-07,Headphones,5,15,North,Retail,11865,10.0,67.5
5110,2023-06-03,Speaker,16,15,South,Direct,11057,0.0,240.0
5111,2023-05-09,Laptop,4,699,Central,Online,11955,5.0,2656.2
5112,2023-10-15,Webcam,15,29,South,Direct,10581,10.0,391.5
5113,2023-10-18,Laptop,12,29,Central,Online,10170,0.0,348.0
5114,2023-01-25,Smartphone,5,199,East,Direct,11389,10.0,895.5
5115,2023-07-23,Webcam,16,699,North,Online,10783,10.0,10065.6
5116,2023-02-20,Mouse,14,15,North,Online,11082,5.0,199.5
5117,2023-12-20,Keyboard,10,199,East,Direct,10180,0.0,1990.0
5118,2023-03-25,Mouse,7,49,South,Retail,10018,5.0,325.84999999999997
5119,2023-01-31,Headphones,13,699,West,Retail,11249,5.0,8632.65
5120,2023-04-21,Mouse,5,15,East,Retail,11496,5.0,71.25
5121,2023-05-11,Laptop,3,79,Central,Direct,11118,10.0,213.3
5122,2023-09-01,Laptop,15,299,South,Wholesale,10880,5.0,4260.75
5123,2023-11-19,Monitor,4,199,North,Direct,11320,0.0,796.0
5124,2023-02-19,Smartphone,15,29,Central,Direct,11616,0.0,435.0
5125,2023-08-19,Tablet,14,299,South,Online,10174,0.0,4186.0
5126,2023-06-21,Keyboard,19,399,North,Retail,11245,0.0,7581.0
5127,2023-05-14,Webcam,13,49,Central,Direct,11638,10.0,573.3000000000001
5128,2023-07-04,Webcam,10,399,West,Wholesale,10053,10.0,3591.0
5129,2023-07-04,Webcam,5,19,West,Retail,10694,0.0,95.0
5130,2023-10-14,Smartphone,6,299,North,Online,10862,20.0,1435.2
5131,2023-10-13,Smartphone,4,399,South,Direct,11426,5.0,1516.1999999999998
5132,2023-05-12,Speaker,2,99,Central,Direct,11341,15.0,168.29999999999998
5133,2023-06-26,Headphones,16,399,West,Online,11890,10.0,5745.6
5134,2023-01-11,Webcam,18,399,North,Online,10348,10.0,6463.8
5135,2023-07-30,Tablet,5,79,Central,Retail,10442,0.0,395.0
5136,2023-03-04,Webcam,4,299,North,Wholesale,10832,0.0,1196.0
5137,2023-06-29,Monitor,13,299,South,Online,10579,0.0,3887.0
5138,2023-12-14,Tablet,19,19,West,Wholesale,11563,10.0,324.90000000000003
5139,2023-11-07,Tablet,2,49,North,Wholesale,11809,0.0,98.0
5140,2023-04-12,Laptop,13,199,South,Direct,10281,10.0,2328.3
5141,2023-10-23,Charger,11,29,South,Online,10359,0.0,319.0
5142,2023-10-22,Smartphone,4,19,North,Online,10914,15.0,64.6
5143,2023-11-29,Tablet,15,15,South,Retail,10822,0.0,225.0
5144,2023-11-29,Monitor,4,399,South,Wholesale,11654,0.0,1596.0
5145,2023-10-03,Smartphone,9,15,North,Wholesale,10891,0.0,135.0
5146,2023-03-31,Speaker,7,399,West,Retail,10952,5.0,2653.35
5147,2023-05-26,Mouse,19,399,West,Retail,11669,0.0,7581.0
5148,2023-07-01,Tablet,19,99,West,Retail,10640,10.0,1692.9
5149,2023-06-16,Smartphone,6,399,South,Direct,11031,0.0,2394.0
5150,2023-12-11,Laptop,6,399,North,Retail,10562,0.0,2394.0
5151,2023-09-19,Monitor,15,29,North,Retail,10490,15.0,369.75
5152,2023-09-07,Tablet,15,699,Central,Online,10340,0.0,10485.0
5153,2023-08-17,Webcam,9,399,North,Direct,10471,15.0,3052.35
5154,2023-02-10,Keyboard,4,299,North,Online,11816,20.0,956.8000000000001
5155,2023-07-15,Tablet,18,79,North,Direct,11710,0.0,1422.0
5156,2023-11-11,Headphones,18,49,West,Direct,11718,0.0,882.0
5157,2023-05-27,Laptop,5,199,West,Wholesale,11727,0.0,995.0
5158,2023-08-26,Speaker,11,15,North,Direct,10248,10.0,148.5
5159,2023-11-20,Headphones,5,29,South,Wholesale,10234,5.0,137.75
5160,2023-03-16,Webcam,4,199,South,Direct,11106,10.0,716.4
5161,2023-03-27,Laptop,12,19,North,Direct,11116,10.0,205.20000000000002
5162,2023-11-24,Speaker,2,29,North,Online,11908,0.0,58.0
5163,2023-06-22,Smartphone,13,299,Central,Direct,11417,15.0,3303.95
5164,2023-08-04,Mouse,10,299,North,Direct,10823,10.0,2691.0
5165,2023-11-20,Monitor,9,29,West,Wholesale,11291,5.0,247.95
5166,2023-11-10,Webcam,10,299,South,Online,11440,15.0,2541.5
5167,2023-10-20,Laptop,7,79,East,Direct,10631,10.0,497.7
5168,2023-07-27,Charger,4,299,Central,Online,11606,0.0,1196.0
5169,2023-02-06,Laptop,19,399,West,Retail,10528,5.0,7201.95
5170,2023-02-10,Laptop,10,15,South,Wholesale,11276,5.0,142.5
5171,2023-03-24,Mouse,3,299,South,Retail,11980,0.0,897.0
5172,2023-06-25,Headphones,19,99,Central,Online,10121,20.0,1504.8000000000002
5173,2023-04-27,Headphones,2,15,South,Wholesale,10891,0.0,30.0
5174,2023-06-10,Keyboard,10,19,North,Online,10009,10.0,171.0
5175,2023-06-12,Headphones,2,99,East,Online,11822,5.0,188.1
5176,2023-12-01,Headphones,2,399,Central,Direct,11339,0.0,798.0
5177,2023-05-30,Smartphone,17,399,South,Wholesale,10837,15.0,5765.55
5178,2023-12-30,Laptop,16,699,West,Retail,11296,15.0,9506.4
5179,2023-05-17,Mouse,16,299,West,Direct,11329,5.0,4544.8
5180,2023-11-06,Laptop,14,29,East,Online,11828,0.0,406.0
5181,2023-11-27,Laptop,7,49,South,Online,11233,0.0,343.0
5182,2023-07-22,Keyboard,11,699,Central,Direct,11981,0.0,7689.0
5183,2023-05-19,Headphones,1,15,North,Online,11753,0.0,15.0
5184,2023-08-16,Smartphone,11,699,South,Retail,10752,5.0,7304.549999999999
5185,2023-07-05,Headphones,4,699,West,Retail,10885,20.0,2236.8
5186,2023-10-28,Smartphone,7,79,East,Wholesale,10463,5.0,525.35
5187,2023-09-24,Tablet,15,79,Central,Online,10711,15.0,1007.25
5188,2023-08-19,Tablet,18,15,North,Wholesale,10727,10.0,243.0
5189,2023-07-31,Laptop,12,99,South,Retail,10716,5.0,1128.6
5190,2023-03-27,Mouse,17,79,East,Wholesale,11948,15.0,1141.55
5191,2023-04-05,Speaker,1,399,South,Retail,11439,5.0,379.04999999999995
5192,2023-01-12,Smartphone,11,19,North,Online,11239,15.0,177.65
5193,2023-03-06,Keyboard,1,299,North,Retail,10079,0.0,299.0
5194,2023-05-01,Keyboard,15,199,East,Retail,11802,0.0,2985.0
5195,2023-12-05,Speaker,10,79,North,Wholesale,10479,15.0,671.5
5196,2023-05-09,Headphones,7,79,Central,Wholesale,10901,5.0,525.35
5197,2023-12-25,Charger,2,199,West,Online,10890,15.0,338.3
5198,2023-02-10,Headphones,10,399,Central,Retail,11570,15.0,3391.5
5199,2023-04-18,Speaker,4,29,South,Online,11824,0.0,116.0
5200,2023-03-27,Mouse,12,99,East,Online,10017,5.0,1128.6
5201,2023-07-23,Mouse,19,29,North,Wholesale,11188,0.0,551.0
5202,2023-02-22,Smartphone,11,19,Central,Online,11548,10.0,188.1
5203,2023-02-18,Headphones,8,699,East,Direct,10201,10.0,5032.8
5204,2023-02-02,Headphones,18,79,South,Online,10740,0.0,1422.0
5205,2023-08-31,Smartphone,11,79,South,Online,11369,5.0,825.55
5206,2023-10-08,Keyboard,11,19,Central,Wholesale,11389,10.0,188.1
5207,2023-01-28,Keyboard,13,49,East,Retail,11471,0.0,637.0
5208,2023-01-14,Tablet,3,399,West,Online,11536,15.0,1017.4499999999999
5209,2023-07-23,Laptop,12,49,South,Retail,10318,10.0,529.2
5210,2023-09-26,Mouse,3,99,North,Online,10216,15.0,252.45
5211,2023-02-12,Keyboard,10,399,Central,Wholesale,11057,0.0,3990.0
5212,2023-02-23,Laptop,17,399,South,Online,11894,0.0,6783.0
5213,2023-05-15,Mouse,2,49,East,Direct,10265,5.0,93.1
5214,2023-11-13,Headphones,17,699,East,Direct,11663,0.0,11883.0
5215,2023-03-21,Webcam,16,699,West,Wholesale,10723,20.0,8947.2
5216,2023-02-13,Headphones,2,15,North,Direct,10774,0.0,30.0
5217,2023-12-02,Smartphone,6,199,North,Wholesale,11847,10.0,1074.6000000000001
5218,2023-07-19,Monitor,10,19,South,Direct,11103,5.0,180.5
5219,2023-06-08,Charger,10,699,Central,Retail,11700,0.0,6990.0
5220,2023-04-28,Keyboard,8,49,Central,Retail,10412,0.0,392.0
5221,2023-05-07,Laptop,1,49,East,Wholesale,11275,10.0,44.1
5222,2023-05-26,Smartphone,13,199,South,Retail,11035,5.0,2457.65
5223,2023-08-15,Headphones,9,399,Central,Wholesale,10400,0.0,3591.0
5224,2023-11-17,Mouse,10,199,West,Online,11839,15.0,1691.5
5225,2023-03-06,Monitor,15,29,North,Online,10723,0.0,435.0
5226,2023-03-09,Charger,5,79,North,Online,10281,5.0,375.25
5227,2023-09-27,Webcam,16,19,South,Wholesale,11135,5.0,288.8
5228,2023-03-29,Smartphone,13,99,West,Online,10722,0.0,1287.0
5229,2023-01-15,Speaker,18,99,North,Online,11401,15.0,1514.7
5230,2023-01-18,Charger,11,19,South,Wholesale,10750,0.0,209.0
5231,2023-12-06,Tablet,9,199,East,Direct,10267,0.0,1791.0
5232,2023-07-02,Monitor,16,399,South,Direct,11940,0.0,6384.0
5233,2023-06-16,Smartphone,2,29,West,Wholesale,10297,10.0,52.2
5234,2023-09-01,Charger,2,15,East,Retail,11340,5.0,28.5
5235,2023-08-28,Keyboard,12,29,Central,Direct,10569,10.0,313.2
5236,2023-10-04,Mouse,8,399,East,Direct,10508,0.0,3192.0
5237,2023-05-20,Tablet,9,19,Central,Online,11973,0.0,171.0
5238,2023-10-08,Keyboard,12,299,East,Wholesale,10545,15.0,3049.7999999999997
5239,2023-08-16,Tablet,9,15,West,Direct,10774,0.0,135.0
5240,2023-03-11,Keyboard,10,299,East,Retail,10364,15.0,2541.5
5241,2023-12-24,Webcam,2,49,South,Wholesale,10546,0.0,98.0
5242,2023-10-04,Smartphone,16,399,South,Wholesale,10270,15.0,5426.4
5243,2023-04-01,Keyboard,7,299,North,Online,11984,0.0,2093.0
5244,2023-10-30,Laptop,2,399,East,Retail,11497,10.0,718.2
5245,2023-11-02,Charger,1,299,North,Online,10738,0.0,299.0
5246,2023-08-22,Charger,19,49,South,Direct,10536,0.0,931.0
5247,2023-11-20,Webcam,4,399,North,Direct,11257,0.0,1596.0
5248,2023-11-22,Mouse,2,15,South,Wholesale,10058,0.0,30.0
5249,2023-10-16,Speaker,14,29,West,Online,11274,0.0,406.0
5250,2023-08-11,Headphones,2,299,North,Retail,11870,5.0,568.1
5251,2023-09-26,Speaker,15,19,West,Retail,10085,5.0,270.75
5252,2023-11-24,Charger,12,79,North,Wholesale,10762,10.0,853.2
5253,2023-11-24,Laptop,5,79,East,Direct,10389,10.0,355.5
5254,2023-10-01,Headphones,7,29,Central,Online,11203,10.0,182.70000000000002
5255,2023-06-08,Laptop,10,49,South,Wholesale,10718,5.0,465.5
5256,2023-06-27,Charger,14,19,West,Wholesale,10855,5.0,252.7
5257,2023-09-04,Smartphone,14,15,South,Wholesale,10148,5.0,199.5
5258,2023-10-04,Monitor,5,79,Central,Retail,10582,15.0,335.75
5259,2023-04-27,Headphones,18,49,West,Direct,10120,0.0,882.0
5260,2023-02-15,Mouse,14,79,East,Online,10764,0.0,1106.0
5261,2023-08-15,Headphones,2,19,North,Direct,10604,10.0,34.2
5262,2023-06-07,Charger,12,199,South,Retail,10255,0.0,2388.0
5263,2023-07-07,Smartphone,6,99,Central,Retail,10765,15.0,504.9
5264,2023-07-31,Laptop,4,79,Central,Direct,10863,15.0,268.59999999999997
5265,2023-05-14,Tablet,13,699,North,Online,10799,0.0,9087.0
5266,2023-03-21,Keyboard,4,199,West,Retail,11332,0.0,796.0
5267,2023-06-05,Webcam,14,99,North,Wholesale,10058,5.0,1316.7
5268,2023-01-06,Monitor,16,29,West,Wholesale,11021,10.0,417.6
5269,2023-01-01,Headphones,4,29,West,Direct,11092,0.0,116.0
5270,2023-09-25,Tablet,1,399,Central,Wholesale,11469,10.0,359.1
5271,2023-03-11,Mouse,13,199,North,Wholesale,10387,5.0,2457.65
5272,2023-06-26,Headphones,4,29,West,Direct,11109,0.0,116.0
5273,2023-05-27,Laptop,18,79,South,Direct,10785,0.0,1422.0
5274,2023-08-29,Headphones,6,99,South,Direct,11250,10.0,534.6
5275,2023-10-01,Charger,3,79,South,Retail,10592,0.0,237.0
5276,2023-01-05,Webcam,13,699,East,Online,11649,15.0,7723.95
5277,2023-12-19,Keyboard,16,29,Central,Wholesale,11207,5.0,440.79999999999995
5278,2023-09-09,Tablet,5,99,North,Online,11815,5.0,470.25
5279,2023-09-02,Monitor,4,199,East,Direct,11345,15.0,676.6
5280,2023-06-03,Keyboard,8,699,East,Online,10908,15.0,4753.2
5281,2023-01-05,Laptop,19,29,East,Online,11341,0.0,551.0
5282,2023-08-09,Speaker,14,15,South,Direct,10565,0.0,210.0
5283,2023-05-30,Mouse,7,299,North,Retail,10398,10.0,1883.7
5284,2023-11-02,Monitor,14,99,South,Online,11732,5.0,1316.7
5285,2023-04-29,Laptop,6,399,East,Direct,10898,0.0,2394.0
5286,2023-01-04,Headphones,12,699,North,Online,11316,15.0,7129.8
5287,2023-10-08,Keyboard,16,49,South,Wholesale,10292,0.0,784.0
5288,2023-07-11,Keyboard,17,79,North,Direct,10484,0.0,1343.0
5289,2023-04-07,Headphones,13,699,North,Wholesale,11922,0.0,9087.0
5290,2023-07-30,Headphones,14,699,North,Direct,11470,10.0,8807.4
5291,2023-10-15,Speaker,7,99,Central,Retail,10802,10.0,623.7
5292,2023-08-12,Laptop,14,199,East,Direct,11715,0.0,2786.0
5293,2023-07-22,Headphones,15,399,West,Online,11915,0.0,5985.0
5294,2023-05-08,Headphones,12,29,West,Retail,11435,0.0,348.0
5295,2023-03-25,Charger,17,199,Central,Online,11531,10.0,3044.7000000000003
5296,2023-11-27,Mouse,9,79,West,Direct,11757,0.0,711.0
5297,2023-07-19,Speaker,15,15,East,Wholesale,11809,15.0,191.25
5298,2023-07-13,Keyboard,12,99,West,Wholesale,10889,0.0,1188.0
5299,2023-04-23,Tablet,2,699,East,Retail,10243,20.0,1118.4
5300,2023-05-15,Webcam,5,99,Central,Online,11443,0.0,495.0
5301,2023-02-10,Laptop,13,399,North,Retail,11952,10.0,4668.3
5302,2023-08-05,Smartphone,8,15,East,Direct,10959,0.0,120.0
5303,2023-11-17,Webcam,14,99,West,Wholesale,11177,0.0,1386.0
5304,2023-05-03,Smartphone,15,49,Central,Online,10815,15.0,624.75
5305,2023-09-22,Headphones,11,399,East,Wholesale,11447,15.0,3730.65
5306,2023-11-10,Laptop,1,49,East,Wholesale,10272,,46.55
5307,2023-12-22,Tablet,3,299,East,Direct,11959,10.0,807.3000000000001
5308,2023-12-17,Headphones,17,49,West,Retail,11670,5.0,791.3499999999999
5309,2023-05-20,Tablet,19,29,South,Direct,11848,15.0,468.34999999999997
5310,2023-05-26,Smartphone,14,99,South,Online,10519,0.0,1386.0
5311,2023-11-29,Tablet,8,19,East,Retail,11151,5.0,144.4
5312,2023-09-30,Charger,13,399,West,Retail,11396,5.0,4927.65
5313,2023-05-18,Speaker,3,19,North,Wholesale,10567,0.0,57.0
5314,2023-07-31,Headphones,5,99,South,Wholesale,10637,15.0,420.75
5315,2023-04-07,Headphones,9,99,East,Direct,10158,0.0,891.0
5316,2023-02-05,Speaker,6,299,West,Direct,11594,0.0,1794.0
5317,2023-04-04,Smartphone,2,99,West,Retail,11593,5.0,188.1
5318,2023-03-11,Mouse,13,29,North,Direct,10651,10.0,339.3
5319,2023-05-29,Webcam,5,99,North,Retail,10175,0.0,495.0
5320,2023-02-26,Monitor,8,49,North,Wholesale,11950,0.0,392.0
5321,2023-11-23,Tablet,1,99,Central,Online,10619,15.0,84.14999999999999
5322,2023-08-22,Headphones,12,399,North,Direct,10210,0.0,4788.0
5323,2023-11-13,Headphones,11,29,North,Direct,10446,10.0,287.1
5324,2023-08-20,Mouse,7,399,Central,Direct,10585,10.0,2513.7000000000003
5325,2023-05-20,Tablet,15,699,North,Wholesale,10166,5.0,9960.75
5326,2023-12-25,Charger,11,399,North,Retail,10459,15.0,3730.65
5327,2023-11-15,Headphones,16,19,South,Online,10915,10.0,273.6
5328,2023-09-09,Monitor,3,49,North,Direct,11380,5.0,139.65
5329,2023-04-07,Monitor,14,399,West,Direct,11327,5.0,5306.7
5330,2023-06-14,Charger,3,99,Central,Retail,11256,10.0,267.3
5331,2023-01-10,Webcam,1,19,South,Retail,11350,5.0,18.05
5332,2023-03-19,Headphones,15,15,North,Direct,11907,15.0,191.25
5333,2023-01-26,Monitor,1,49,West,Online,11205,0.0,49.0
5334,2023-10-01,Webcam,17,199,West,Retail,11657,0.0,3383.0
5335,2023-01-12,Smartphone,2,299,East,Wholesale,11357,0.0,598.0
5336,2023-04-06,Keyboard,6,15,North,Retail,11738,0.0,90.0
5337,2023-02-22,Mouse,8,199,West,Direct,11990,0.0,1592.0
5338,2023-05-25,Mouse,16,15,South,Direct,11052,15.0,204.0
5339,2023-05-18,Tablet,19,99,West,Direct,10713,10.0,1692.9
5340,2023-03-06,Webcam,1,15,Central,Retail,11116,10.0,13.5
5341,2023-08-13,Webcam,3,79,North,Wholesale,10840,10.0,213.3
5342,2023-01-05,Mouse,3,79,Central,Retail,10867,15.0,201.45
5343,2023-04-30,Speaker,5,29,North,Retail,10687,5.0,137.75
5344,2023-02-16,Charger,12,399,Central,Direct,10329,15.0,4069.7999999999997
5345,2023-03-19,Mouse,12,199,North,Direct,11746,0.0,2388.0
5346,2023-01-08,Tablet,13,299,East,Online,11207,15.0,3303.95
5347,2023-09-10,Webcam,9,699,West,Direct,10094,10.0,5661.900000000001
5348,2023-04-22,Laptop,7,199,North,Online,10784,0.0,1393.0
5349,2023-06-25,Mouse,4,99,South,Wholesale,10648,5.0,376.2
5350,2023-08-04,Mouse,19,199,Central,Direct,11772,5.0,3591.95
5351,2023-06-09,Smartphone,19,49,North,Retail,10352,0.0,931.0
5352,2023-09-13,Monitor,6,19,North,Retail,10929,5.0,108.3
5353,2023-07-10,Charger,13,19,East,Online,10940,0.0,247.0
5354,2023-08-26,Speaker,11,699,North,Wholesale,10983,0.0,7689.0
5355,2023-12-23,Tablet,13,299,West,Wholesale,11288,15.0,3303.95
5356,2023-01-17,Speaker,13,15,North,Retail,11670,10.0,175.5
5357,2023-06-19,Tablet,15,399,South,Wholesale,11679,15.0,5087.25
5358,2023-02-11,Monitor,13,399,Central,Online,11042,10.0,4668.3
5359,2023-03-16,Mouse,11,79,North,Wholesale,11766,0.0,869.0
5360,2023-01-29,Webcam,19,399,West,Online,10645,5.0,7201.95
5361,2023-05-17,Monitor,8,49,West,Retail,10625,10.0,352.8
5362,2023-07-20,Webcam,8,15,North,Direct,11522,20.0,96.0
5363,2023-02-06,Monitor,10,399,South,Retail,10138,0.0,3990.0
5364,2023-10-06,Mouse,16,15,North,Direct,11660,15.0,204.0
5365,2023-08-29,Speaker,19,15,West,Online,10715,15.0,242.25
5366,2023-04-03,Charger,11,19,South,Wholesale,11596,10.0,188.1
5367,2023-04-09,Webcam,13,49,East,Direct,10761,15.0,541.4499999999999
5368,2023-05-09,Smartphone,9,49,North,Direct,11833,0.0,441.0
5369,2023-07-15,Keyboard,19,29,North,Wholesale,11548,20.0,440.8
5370,2023-01-07,Tablet,16,699,East,Online,11931,10.0,10065.6
5371,2023-03-04,Webcam,7,49,East,Wholesale,10254,0.0,343.0
5372,2024-01-01,Headphones,19,199,Central,Retail,11108,15.0,3213.85
5373,2023-05-08,Tablet,12,399,East,Wholesale,11481,5.0,4548.599999999999
